,count,example,word-de,word-en,word-es,word-fr,word-zh
178,19,The looming deadline for the Panama Canal ports deal,sich abzeichnend,looming,# Temblando #,qui se profilent,正在逼近
179,19,Donald Trump has purged one of the CIA’s most senior Russia analysts,eins,one,uno,une,1个
180,19,The trade deal with America shows the limits of the EU’s power,zeigt,shows,muestra,montre,显示显示
181,19,Shanxi province is struggling to diversify away from coal,Kämpfen,struggling,# Luchando #,lutte,挣扎
182,19,China claims to want women to have children and a career,Frauen,women,mujeres,Femmes,妇女 妇女
183,18,China claims to want women to have children and a career,Forderungen,claims,reclamaciones,réclamations,索偿
184,18,Shanxi province is struggling to diversify away from coal,Kohle,coal,carbón,houille,煤炭
185,18,"Economic data, commodities and markets",Waren,commodities,productos básicos,produits de base,商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品
186,18,"Six months after DeepSeek’s breakthrough, China speeds on with AI",Deepseek,DeepSeek’s,DeepSeek’s,"DeepSeek, c'est-à-dire",""" 深寻求 "" 组织"
187,18,Shanxi province is struggling to diversify away from coal,Diversifizierung,diversify,diversificación,la diversification,多样化
188,18,Xi Jinping’s city of the future is coming to life,Zukunft,future,futuro,pour l ' avenir,未来
189,18,The National Park Service is in disarray,Mitgliedstaat,National,Nacional,Nationaux,本国 本国
190,18,Donald Trump brokers a peace plan in the Caucasus,Plan,plan,plan,plan,计划计划
191,18,The trade deal with America shows the limits of the EU’s power,Leistung,power,potencia,puissance,功电
192,18,Shanxi province is struggling to diversify away from coal,Provinz,province,provincia,province,省 省 省 省 省 省 省 省
193,18,How publishers became scared of books,Angst,scared,Miedo.,peur,胆 怕 怕 怕
194,18,Shanxi province is struggling to diversify away from coal,Shanxi,Shanxi,Shanxi,Shanxi,掸西省
195,18,"Six months after DeepSeek’s breakthrough, China speeds on with AI",Sechs,Six,Seis,Six,六六
196,18,"Six months after DeepSeek’s breakthrough, China speeds on with AI",Geschwindigkeiten,speeds,velocidades,Régimes,速度
197,18,“Comrade” is making a comeback in China,",Genossen , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",“Comrade”,“Camarada”,Camarade,“同志”
198,17,"French fries tied to diabetes risk, but not all potatoes 'created equal,' study finds","""",',',C'est-à-dire qu'il n'y a pas de,' '
199,17,Hong Kong’s courtroom dramas,ENTWICKLUNG UND ENTWICKLUNG,Hong,Hong,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,红
200,17,Trump will not let the world move on from tariffs,Verschieben,move,mover,Déplacer,移动移动
201,17,Tennis star Casper Ruud reveals the 'worst thing about New York' ahead of US Open,zeigt an,reveals,revela,révèle,外露
202,17,Cover Story newsletter: How we chose the cover image,Geschichte,Story,Historia,Histoire,故事故事
203,17,How scared should you be of “the China squeeze”?,UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG UEBEREINSTIMMUNG,“the,“la,"Le Conseil de l'Union européenne a adopté le règlement (CE, Euratom) n° 1705/2002 du Conseil relatif à l'harmonisation des législations des États membres relatives aux véhicules à moteur et aux véhicules à moteur, ainsi qu'un règlement (CE, Euratom) n° 1705/2002 relatif à l'harmonisation des législations des États membres relatives aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur à moteur, aux véhicules à moteur et aux véhicules à moteur à moteur, aux véhicules à moteur, aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur, aux véhicules à moteur, aux véhicules à moteur et aux véhicules à moteur",“《联合国宪章》
204,16,Why the Trump administration excites some personal-injury lawyers,Anwendung,administration,administración,d' administration,行政 行政 行政 行政 行政 行政 行政 行政 行政 行政 行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政行政
205,16,China claims to want women to have children and a career,Kinder,children,niños,enfants,儿 儿 儿 儿 儿
206,16,Xi Jinping’s city of the future is coming to life,Ich komme gleich.,coming,¡Ya voy!,à venir,即将到来
207,16,Melania Trump commemorates 200 days since resuming role as first lady,Tage,days,días,jours,天天
208,16,"WWE star Oba Femi throws opponent through table from ring during Heatwave match, retains title",während,during,durante,pendant,期间
209,16,Want better returns? Forget risk. Focus on fear,Angst,fear,miedo,peur,恐惧
210,16,Former Elizabeth Warren foe flips script on her alliance with Mamdani: 'Party of the extreme left',Frühere,Former,Antiguo,Anciennes,原
211,16,Xi Jinping is growing more elusive,wächst,growing,crecimiento,croissance,生长中
212,16,Cover Story newsletter: How we chose the cover image,Bild,image,imagen,image,图像图像图像图像
213,16,McDonald’s secret sauce—plus a pickle or two,geheim,secret,secreto,secret,密密秘密
214,16,Should you take collagen?,Nehmen,take,tomar,prise,采取
215,16,Donald Trump’s gift to Vladimir Putin,Vladimir,Vladimir,Vladimir,Vladimir,弗拉基米尔
216,16,How Washington became Donald Trump’s chew toy,RECHTSSACHE 28/63 — RECHTSSACHE 28/63 — URTEIL,Washington,Washington,États-Unis d'Amérique,华盛顿华盛顿
217,16,What to watch this weekend,Uhr,watch,ver,regarder,观察观察
218,16,Cover Story newsletter: How we chose the cover image,wir,we,nosotros,nous,我们
219,16,What to watch this weekend,Wochenende,weekend,fin de semana,week-end,周末周末
220,16,Are nightmares bad for your health?,Ihre,your,tu,Votre,贵国的
221,15,"Pascal Soriot, the pharma titan tiring of Britain",Großbritannien,Britain,Gran Bretaña,Royaume-Uni,英国 英国
222,15,Cover Story newsletter: How we chose the cover image,gewählt,chose,elegido,choisi,选定
223,15,MS-13 gang member arrested in DC as Bondi touts admin's 'extraordinary' crime crackdown,Verbrechen,crime,criminality,la criminalité,犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪 犯罪
224,15,Europe averts its Trumpian trade nightmare,Europa,Europe,Europa,Europe,欧洲 欧洲
225,15,Zohran Mamdani is promising lots of things he can’t actually do,er,he,él,qu'il,世 世 世 世 世 世 世
226,15,9th ex-Biden aide appears before House Oversight investigators in autopen probe,Haus,House,Casa,Maison,众议院 众议院
227,15,"Japan’s dithering wartime leaders were just as harmful as European dictators, says Eri Hotta",Japans,Japan’s,Japón,Japon,日本的日本
228,15,"Instead of sanctions, Donald Trump announces a summit with Russia",Frankreich,Russia,Rusia,Russie,俄罗斯 俄罗斯
229,15,"In some ways, rural Britain is changing faster than its cities",teilweise,some,algunos,quelques-uns,部分为某些
230,15,America’s tariff avalanche catches Switzerland unawares,Tarif,tariff,arancel aduanero,tarifaire,关税关税关税
231,15,"California launches redistricting fight to ‘nullify’ Texas GOP plan, with Dems poised to gain 5 seats",WIRTSCHAFTSZWEIG,Texas,Texas,États-Unis,得克萨斯州
232,15,Donald Trump’s tariffs on Brazil are more bark than bite,als,than,que,supérieure à,大于
233,15,'Separated from reality': Senate Republicans fume as Dems use Epstein saga to block Trump's agenda,Trumps,Trump's,Trump's,Ceux de Trump,特朗的
234,14,"Roger Clemens thanks Trump for Baseball Hall of Fame support, hits back at critics",zurück,back,atrás,arrière,后退
235,14,Ancient ‘Viking diet’ makes a comeback: Here's what to know before you try it,Vorher,before,antes,avant,之前
236,14,How America’s AI boom is squeezing the rest of the economy,Hochkonjunktur,boom,boom,Boom,繁荣
237,14,The US in brief: Trump gets out of a fine,bekommt,gets,gets,obtient,获得
238,14,"California launches redistricting fight to ‘nullify’ Texas GOP plan, with Dems poised to gain 5 seats",VORSCHRIFTEN,GOP,GOP,RESPONSABILITÉ,保 制
239,14,Are nightmares bad for your health?,Gesundheit,health,Salud,santé,健康健康 健康 健康 健康 健康 健康 健康 健康 健康 健康
240,14,'Baywatch' star Donna D’Errico says Playboy rejected her 30 years after provocative cover,sie,her,ella,elle,
241,14,"Japan’s dithering wartime leaders were just as harmful as European dictators, says Eri Hotta",nur,just,sólo,juste,只是
242,14,American businesses are running out of ways to avoid tariff pain,Schmerzen,pain,dolor,douleur,疼痛疼痛
243,14,The Elon Musk theory of pay,Bezahlung,pay,paga,salaire,薪资
244,14,Want better returns? Forget risk. Focus on fear,Risiko,risk,riesgo,risque,风险风险风险
245,13,"DAVID MARCUS: Cracker Barrel abandons customers, trading authenticity for corporate slop",DAVID,DAVID,DAVID,DAVID,大卫
